"contrast","estimate","se","conf_low","conf_high","df","dfcom","m","within_variance","between_variance","mcse"
"cancer_and_pain_vs_neither",0.112600556286377,0.0252773710813459,0.0619853504819352,0.163215762090819,57.0966408172695,59,20,0.000638943996237861,1.42147257333062e-09,8.4305176986073e-06
"cancer_and_pain_vs_cancer_only",0.0465187115599992,0.0415341468496342,-0.0366489290910652,0.129686352211064,57.0967362361331,59,20,0.00172508420770824,1.09220831895228e-09,7.3898860578235e-06
"pain_only_vs_neither",0.108924104740545,0.0172188909443247,0.0744451269742363,0.143403082506854,57.0960151217737,59,20,0.000296486263827668,3.75383321853982e-09,1.37000606176393e-05
"cancer_only_vs_neither",0.0660818447263777,0.0375556166396673,-0.0091192188738272,0.141282908326583,57.0967449368124,59,20,0.00141042361847671,6.8829422634524e-10,5.86640531477855e-06
"pain_only_vs_cancer_only",0.0428422600141677,0.0369962642684092,-0.0312387684530808,0.116923288481416,57.096476329253,59,20,0.00136871642952859,6.80027560231739e-09,1.84394625766553e-05
