"variable","parameter","last_iterations","split_rhat_classic","first_iteration","final_iteration"
"current_smoking","chainMean",20,0.985893661385841,31,50
"current_smoking","chainMean",30,0.998754291638544,21,50
"current_smoking","chainVar",20,0.983023462787787,31,50
"current_smoking","chainVar",30,0.998027727961689,21,50
