"variable","iteration","chain","value"
"current_smoking","39","Chain 5",1.10493827160494
"current_smoking","40","Chain 5",1.10185185185185
"current_smoking","41","Chain 5",1.06481481481481
"current_smoking","42","Chain 5",1.08950617283951
"current_smoking","43","Chain 5",1.08024691358025
"current_smoking","44","Chain 5",1.08950617283951
"current_smoking","45","Chain 5",1.12654320987654
"current_smoking","46","Chain 5",1.10493827160494
"current_smoking","47","Chain 5",1.07407407407407
"current_smoking","48","Chain 5",1.11728395061728
"current_smoking","49","Chain 5",1.1141975308642
"current_smoking","50","Chain 5",1.08333333333333
"current_smoking","1","Chain 6",1.11111111111111
"current_smoking","2","Chain 6",1.1141975308642
"current_smoking","3","Chain 6",1.09259259259259
"current_smoking","4","Chain 6",1.07407407407407
"current_smoking","5","Chain 6",1.08950617283951
"current_smoking","6","Chain 6",1.10493827160494
"current_smoking","7","Chain 6",1.10185185185185
"current_smoking","8","Chain 6",1.12345679012346
"current_smoking","9","Chain 6",1.09567901234568
"current_smoking","10","Chain 6",1.10185185185185
"current_smoking","11","Chain 6",1.07716049382716
"current_smoking","12","Chain 6",1.1141975308642
"current_smoking","13","Chain 6",1.1141975308642
"current_smoking","14","Chain 6",1.12345679012346
"current_smoking","15","Chain 6",1.12037037037037
"current_smoking","16","Chain 6",1.09876543209877
"current_smoking","17","Chain 6",1.08641975308642
"current_smoking","18","Chain 6",1.09259259259259
"current_smoking","19","Chain 6",1.09567901234568
"current_smoking","20","Chain 6",1.08950617283951
"current_smoking","21","Chain 6",1.09567901234568
"current_smoking","22","Chain 6",1.08950617283951
"current_smoking","23","Chain 6",1.09876543209877
"current_smoking","24","Chain 6",1.12345679012346
"current_smoking","25","Chain 6",1.10493827160494
"current_smoking","26","Chain 6",1.10802469135802
"current_smoking","27","Chain 6",1.08024691358025
"current_smoking","28","Chain 6",1.10802469135802
"current_smoking","29","Chain 6",1.10802469135802
"current_smoking","30","Chain 6",1.08333333333333
"current_smoking","31","Chain 6",1.12345679012346
"current_smoking","32","Chain 6",1.07098765432099
"current_smoking","33","Chain 6",1.08641975308642
"current_smoking","34","Chain 6",1.09876543209877
"current_smoking","35","Chain 6",1.1141975308642
"current_smoking","36","Chain 6",1.10493827160494
"current_smoking","37","Chain 6",1.07098765432099
"current_smoking","38","Chain 6",1.09259259259259
"current_smoking","39","Chain 6",1.12962962962963
"current_smoking","40","Chain 6",1.09567901234568
"current_smoking","41","Chain 6",1.08950617283951
"current_smoking","42","Chain 6",1.08024691358025
"current_smoking","43","Chain 6",1.07407407407407
"current_smoking","44","Chain 6",1.09259259259259
"current_smoking","45","Chain 6",1.12654320987654
"current_smoking","46","Chain 6",1.09259259259259
"current_smoking","47","Chain 6",1.07716049382716
"current_smoking","48","Chain 6",1.08641975308642
"current_smoking","49","Chain 6",1.09259259259259
"current_smoking","50","Chain 6",1.08024691358025
"current_smoking","1","Chain 7",1.08950617283951
"current_smoking","2","Chain 7",1.10185185185185
"current_smoking","3","Chain 7",1.11111111111111
"current_smoking","4","Chain 7",1.09259259259259
"current_smoking","5","Chain 7",1.10802469135802
"current_smoking","6","Chain 7",1.10493827160494
"current_smoking","7","Chain 7",1.09876543209877
"current_smoking","8","Chain 7",1.08333333333333
"current_smoking","9","Chain 7",1.08024691358025
"current_smoking","10","Chain 7",1.10802469135802
"current_smoking","11","Chain 7",1.09567901234568
"current_smoking","12","Chain 7",1.08641975308642
"current_smoking","13","Chain 7",1.08333333333333
"current_smoking","14","Chain 7",1.08024691358025
"current_smoking","15","Chain 7",1.12345679012346
"current_smoking","16","Chain 7",1.10493827160494
"current_smoking","17","Chain 7",1.09876543209877
"current_smoking","18","Chain 7",1.08024691358025
"current_smoking","19","Chain 7",1.08950617283951
"current_smoking","20","Chain 7",1.12654320987654
"current_smoking","21","Chain 7",1.1141975308642
"current_smoking","22","Chain 7",1.08024691358025
"current_smoking","23","Chain 7",1.07716049382716
"current_smoking","24","Chain 7",1.09259259259259
"current_smoking","25","Chain 7",1.1358024691358
"current_smoking","26","Chain 7",1.11111111111111
"current_smoking","27","Chain 7",1.13271604938272
"current_smoking","28","Chain 7",1.07716049382716
"current_smoking","29","Chain 7",1.12037037037037
"current_smoking","30","Chain 7",1.09876543209877
"current_smoking","31","Chain 7",1.08641975308642
"current_smoking","32","Chain 7",1.08333333333333
"current_smoking","33","Chain 7",1.09876543209877
"current_smoking","34","Chain 7",1.10185185185185
"current_smoking","35","Chain 7",1.10185185185185
"current_smoking","36","Chain 7",1.10185185185185
"current_smoking","37","Chain 7",1.12345679012346
"current_smoking","38","Chain 7",1.11111111111111
"current_smoking","39","Chain 7",1.11111111111111
"current_smoking","40","Chain 7",1.1141975308642
"current_smoking","41","Chain 7",1.10802469135802
"current_smoking","42","Chain 7",1.12962962962963
"current_smoking","43","Chain 7",1.09876543209877
"current_smoking","44","Chain 7",1.1141975308642
"current_smoking","45","Chain 7",1.09567901234568
"current_smoking","46","Chain 7",1.11111111111111
"current_smoking","47","Chain 7",1.11728395061728
"current_smoking","48","Chain 7",1.07716049382716
"current_smoking","49","Chain 7",1.12037037037037
"current_smoking","50","Chain 7",1.08024691358025
"current_smoking","1","Chain 8",1.10185185185185
"current_smoking","2","Chain 8",1.12654320987654
"current_smoking","3","Chain 8",1.10493827160494
"current_smoking","4","Chain 8",1.1141975308642
"current_smoking","5","Chain 8",1.09259259259259
"current_smoking","6","Chain 8",1.08641975308642
"current_smoking","7","Chain 8",1.08641975308642
"current_smoking","8","Chain 8",1.09567901234568
"current_smoking","9","Chain 8",1.08950617283951
"current_smoking","10","Chain 8",1.08641975308642
"current_smoking","11","Chain 8",1.1141975308642
"current_smoking","12","Chain 8",1.09259259259259
"current_smoking","13","Chain 8",1.09259259259259
"current_smoking","14","Chain 8",1.12345679012346
"current_smoking","15","Chain 8",1.09876543209877
"current_smoking","16","Chain 8",1.08950617283951
"current_smoking","17","Chain 8",1.11728395061728
"current_smoking","18","Chain 8",1.10185185185185
"current_smoking","19","Chain 8",1.10185185185185
"current_smoking","20","Chain 8",1.12654320987654
"current_smoking","21","Chain 8",1.08024691358025
"current_smoking","22","Chain 8",1.11111111111111
"current_smoking","23","Chain 8",1.1141975308642
"current_smoking","24","Chain 8",1.10185185185185
"current_smoking","25","Chain 8",1.11111111111111
"current_smoking","26","Chain 8",1.0679012345679
"current_smoking","27","Chain 8",1.07407407407407
"current_smoking","28","Chain 8",1.12037037037037
"current_smoking","29","Chain 8",1.09876543209877
"current_smoking","30","Chain 8",1.08950617283951
"current_smoking","31","Chain 8",1.10802469135802
"current_smoking","32","Chain 8",1.09876543209877
"current_smoking","33","Chain 8",1.09876543209877
"current_smoking","34","Chain 8",1.09876543209877
"current_smoking","35","Chain 8",1.08641975308642
"current_smoking","36","Chain 8",1.11111111111111
"current_smoking","37","Chain 8",1.08024691358025
"current_smoking","38","Chain 8",1.08024691358025
"current_smoking","39","Chain 8",1.09876543209877
"current_smoking","40","Chain 8",1.10493827160494
"current_smoking","41","Chain 8",1.08641975308642
"current_smoking","42","Chain 8",1.1141975308642
"current_smoking","43","Chain 8",1.1141975308642
"current_smoking","44","Chain 8",1.10802469135802
"current_smoking","45","Chain 8",1.09876543209877
"current_smoking","46","Chain 8",1.09876543209877
"current_smoking","47","Chain 8",1.08641975308642
"current_smoking","48","Chain 8",1.06481481481481
"current_smoking","49","Chain 8",1.13271604938272
"current_smoking","50","Chain 8",1.09876543209877
"current_smoking","1","Chain 9",1.08950617283951
"current_smoking","2","Chain 9",1.07098765432099
"current_smoking","3","Chain 9",1.11111111111111
"current_smoking","4","Chain 9",1.09259259259259
"current_smoking","5","Chain 9",1.07716049382716
"current_smoking","6","Chain 9",1.11111111111111
"current_smoking","7","Chain 9",1.10185185185185
"current_smoking","8","Chain 9",1.07716049382716
"current_smoking","9","Chain 9",1.09259259259259
"current_smoking","10","Chain 9",1.10802469135802
"current_smoking","11","Chain 9",1.07098765432099
"current_smoking","12","Chain 9",1.10802469135802
"current_smoking","13","Chain 9",1.09876543209877
"current_smoking","14","Chain 9",1.09567901234568
"current_smoking","15","Chain 9",1.11111111111111
"current_smoking","16","Chain 9",1.11111111111111
"current_smoking","17","Chain 9",1.09259259259259
"current_smoking","18","Chain 9",1.11728395061728
"current_smoking","19","Chain 9",1.08641975308642
"current_smoking","20","Chain 9",1.09259259259259
"current_smoking","21","Chain 9",1.11728395061728
"current_smoking","22","Chain 9",1.10493827160494
"current_smoking","23","Chain 9",1.10802469135802
"current_smoking","24","Chain 9",1.12345679012346
"current_smoking","25","Chain 9",1.12654320987654
"current_smoking","26","Chain 9",1.11111111111111
"current_smoking","27","Chain 9",1.08024691358025
"current_smoking","28","Chain 9",1.07098765432099
"current_smoking","29","Chain 9",1.11111111111111
"current_smoking","30","Chain 9",1.09876543209877
"current_smoking","31","Chain 9",1.10185185185185
"current_smoking","32","Chain 9",1.08641975308642
"current_smoking","33","Chain 9",1.10493827160494
"current_smoking","34","Chain 9",1.10802469135802
"current_smoking","35","Chain 9",1.11111111111111
"current_smoking","36","Chain 9",1.12037037037037
"current_smoking","37","Chain 9",1.09567901234568
"current_smoking","38","Chain 9",1.11728395061728
"current_smoking","39","Chain 9",1.09567901234568
"current_smoking","40","Chain 9",1.12345679012346
"current_smoking","41","Chain 9",1.12654320987654
"current_smoking","42","Chain 9",1.08641975308642
"current_smoking","43","Chain 9",1.09876543209877
"current_smoking","44","Chain 9",1.10493827160494
