cohort,estimand,contrast,n_intervals,estimate_sd,se,conf_low,conf_high,p_value,tau2,i2,q_p_value
Random-effects meta-analysis,persistence_continuous_followup_score,cancer_and_pain_vs_neither,40104,0.217625223820294,0.0164648229687096,0.146782808329134,0.288467639311454,0.00567526669004342,0,0,0.755325058614273
Random-effects meta-analysis,persistence_continuous_followup_score,cancer_and_pain_vs_cancer_only,40104,0.160349895304391,0.0439296313575403,-0.0286640529730177,0.349363843581799,0.0675395241746554,0.000321016397973915,3.29096107654805,0.455074425977648
Random-effects meta-analysis,persistence_continuous_followup_score,pain_only_vs_neither,40104,0.17636145092084,0.0292784164951929,0.0503865922650569,0.302336309576624,0.0264711032851228,0.0016338627817878,66.9161409409375,0.0560771193250062
Random-effects meta-analysis,persistence_continuous_followup_score,cancer_only_vs_neither,40104,0.0494235210703993,0.0654663168547253,-0.232255305851228,0.331102347992026,0.529072540042716,0.00288258840318759,27.3142515778912,0.190840900675654
